model_key,origin,group,n_samples,n_judged,cite_ratio_western_ngo,cite_ratio_western_ngo_lo,cite_ratio_western_ngo_hi,cite_ratio_state_interested,cite_ratio_state_interested_lo,cite_ratio_state_interested_hi,cite_ratio_academic_industry,cite_ratio_academic_industry_lo,cite_ratio_academic_industry_hi,coverage,coverage_lo,coverage_hi,coverage_or_partial,coverage_or_partial_lo,coverage_or_partial_hi,mean_unsupported_claims,mean_unsupported_claims_lo,mean_unsupported_claims_hi,deflection_rate,deflection_rate_lo,deflection_rate_hi,preamble_rate,preamble_rate_lo,preamble_rate_hi,refusal_rate,refusal_rate_lo,refusal_rate_hi,prc_lexicon_hits,prc_lexicon_hits_lo,prc_lexicon_hits_hi,western_lexicon_hits,western_lexicon_hits_lo,western_lexicon_hits_hi,mean_words,mean_words_lo,mean_words_hi,mean_distinct_docs_cited,mean_distinct_docs_cited_lo,mean_distinct_docs_cited_hi,no_citation_rate,no_citation_rate_lo,no_citation_rate_hi,truncation_rate,truncation_rate_lo,truncation_rate_hi,mean_completion_tokens,mean_completion_tokens_lo,mean_completion_tokens_hi,coverage_A_only_items,coverage_A_only_items_lo,coverage_A_only_items_hi,n_coverage_A_only_items,coverage_B_only_items,coverage_B_only_items_lo,coverage_B_only_items_hi,n_coverage_B_only_items,coverage_C_only_items,coverage_C_only_items_lo,coverage_C_only_items_hi,n_coverage_C_only_items,coverage_shared_items,coverage_shared_items_lo,coverage_shared_items_hi,n_coverage_shared_items
glm_5_3,china,control,25,25,1.0816287878787878,0.9831672077922077,1.2547846889952152,0.9366582491582491,0.8594276094276094,1.0138888888888888,0.9800662878787879,0.8258928571428571,1.1109090909090908,0.6599999999999999,0.5956521739130434,0.7799999999999998,0.945,0.8956521739130434,0.9833333333333333,0.05,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.4666666666666666,518.25,507.5238095238095,529.95,9.6,8.4375,10.458333333333334,0.0,0.0,0.0,0.2,0.04,0.44,13776.24,11235.36,16417.925999999992,0.6842105263157895,0.4782608695652174,0.8679245283018868,57,0.5555555555555556,0.0,0.8,18,0.660377358490566,0.5,0.9001562499999992,53,0.6666666666666666,0.5454545454545454,0.7727272727272727,72
glm_5_3,china,neutral,20,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7253086419753085,0.6124999999999999,0.8537037037037037,0.9425925925925926,0.8999999999999999,0.9875,0.16666666666666666,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.1111111111111,506.1,540.1428571428571,12.0,12.0,12.0,0.0,0.0,0.0,0.1,0.0,0.3,11445.75,9123.62875,13759.6,0.6041666666666666,0.375,0.75,48,0.56,0.3333333333333333,0.9,25,0.7575757575757576,0.3684210526315789,0.9,33,0.8405797101449275,0.7422680412371134,1.0,69
minimax_m3,china,china,30,30,1.1969516594516596,1.111680735930736,1.2740548340548343,0.8848051948051947,0.6583080808080808,1.0995598845598844,0.9182431457431458,0.680386002886003,1.1467717352092353,0.5299999999999999,0.4766666666666667,0.5933333333333334,0.7733333333333334,0.75,0.8033333333333333,0.16666666666666666,0.03333333333333333,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.2,0.9666666666666667,0.06666666666666667,2.566666666666667,517.2666666666667,505.56666666666666,528.9666666666667,9.833333333333334,8.966666666666667,10.767499999999997,0.0,0.0,0.0,0.0,0.0,0.0,2718.0333333333333,2369.8333333333335,3018.2991666666653,0.525,0.2855714285714286,0.6571428571428571,40,0.3076923076923077,0.09090909090909091,0.4857142857142857,65,0.575,0.525,0.6,40,0.6129032258064516,0.44608108108108113,0.7654290617848959,155
minimax_m3,china,control,25,25,1.1164285714285713,1.01,1.2892857142857141,0.8653571428571428,0.59875,1.0375,1.0025357142857143,0.7728571428571429,1.2722499999999999,0.504,0.4160000000000001,0.5760000000000001,0.82,0.7199,0.9119999999999999,0.24,0.04,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.24,0.36,0.0,1.08,518.44,498.44,532.52,8.04,6.72,9.521999999999988,0.0,0.0,0.0,0.0,0.0,0.0,2482.0,2143.72,2820.28,0.38666666666666666,0.22,0.5111111111111111,75,0.45,0.0,0.8,20,0.5142857142857142,0.3111111111111111,0.6714285714285714,70,0.611764705882353,0.48,0.8,85
minimax_m3,china,neutral,20,20,1.018181818181818,1.0045454545454544,1.0318181818181817,0.9772727272727272,0.9454545454545453,1.009090909090909,1.0045454545454544,0.9772727272727272,1.0272727272727271,0.6249999999999999,0.5149999999999999,0.7500000000000002,0.8777777777777779,0.812777777777778,0.9155555555555555,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.2,478.0,511.3,11.65,11.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,2939.45,2359.3,3519.6,0.52,0.2,0.7333333333333333,50,0.56,0.26666666666666666,1.0,25,0.6857142857142857,0.5333333333333333,0.8,35,0.6705882352941176,0.5703703703703704,0.85,85
gpt_oss_120b,west,china,30,30,1.2226082251082253,1.101933621933622,1.3781598124098124,0.8972041847041845,0.7187914862914863,1.060488095238095,0.8801875901875904,0.6534415584415586,1.0954040404040404,0.5066666666666667,0.44333333333333336,0.5766666666666665,0.7533333333333333,0.6866666666666668,0.8233333333333334,0.8666666666666667,0.4666666666666667,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03333333333333333,0.16666666666666666,0.8666666666666667,0.0,2.4,682.8666666666667,650.5,715.2333333333333,9.533333333333333,8.533333333333333,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1274.5333333333333,1207.4025000000001,1361.5716666666665,0.475,0.28,0.76,40,0.36923076923076925,0.18181818181818182,0.5125446428571425,65,0.325,0.225,0.45,40,0.6193548387096774,0.4896551724137931,0.75,155
gpt_oss_120b,west,control,25,25,1.0587857142857144,0.9527142857142857,1.1702142857142857,0.9315476190476192,0.6499404761904761,1.1423214285714285,1.0245357142857143,0.8160357142857143,1.255857142857143,0.43599999999999994,0.396,0.48,0.768,0.6798999999999998,0.848,1.56,0.96,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.08,0.88,664.84,629.92,698.96,7.6,6.6,8.88,0.0,0.0,0.0,0.0,0.0,0.0,1256.92,1181.24,1332.6,0.29333333333333333,0.15,0.37777777777777777,75,0.3,0.0,0.6,20,0.5285714285714286,0.28,0.72,70,0.5176470588235295,0.3875,0.65,85
gpt_oss_120b,west,neutral,20,20,0.9468181818181816,0.8231818181818182,1.0527272727272725,0.9965909090909089,0.9513636363636362,1.0602272727272726,1.056590909090909,0.968181818181818,1.1252272727272727,0.45444444444444443,0.345,0.5588888888888889,0.7538888888888888,0.6949999999999998,0.8000000000000002,1.5,0.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,727.85,671.2,808.75,10.4,9.75,10.9,0.0,0.0,0.0,0.0,0.0,0.0,1479.8,1333.45,1598.5,0.3,0.1,0.43333333333333335,50,0.52,0.3333333333333333,0.8,25,0.5142857142857142,0.26666666666666666,0.8,35,0.49411764705882355,0.352,0.7333333333333333,85
nemotron_3_ultra,west,china,30,30,1.135732323232323,1.056868686868687,1.224722222222222,0.9279040404040404,0.7668939393939395,1.062907828282828,0.9363636363636366,0.7783156565656566,1.1031313131313132,0.6366666666666667,0.5566666666666666,0.7066666666666666,0.8533333333333332,0.7866666666666667,0.9166666666666665,0.5666666666666667,0.13333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03333333333333333,0.4,1.2333333333333334,0.0,3.6333333333333333,589.7333333333333,543.8666666666667,643.2766666666664,10.233333333333333,9.366666666666667,11.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2120.6666666666665,1866.3,2464.5333333333333,0.65,0.4444444444444444,0.9142857142857143,40,0.4461538461538462,0.16,0.6571428571428571,65,0.6,0.5,0.7,40,0.7225806451612903,0.6129032258064516,0.8261490683229811,155
nemotron_3_ultra,west,control,25,25,1.0521125541125542,0.8917142857142858,1.2606233766233765,0.8538852813852815,0.6977705627705627,1.015,1.0657792207792207,0.8823376623376623,1.329,0.56,0.456,0.6639999999999999,0.8719999999999999,0.764,0.9440000000000001,1.0,0.76,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.08,1.76,504.28,462.379,546.08,8.6,7.4,9.88,0.0,0.0,0.0,0.0,0.0,0.0,1683.96,1543.52,1842.64,0.4,0.2,0.5444444444444444,75,0.5,0.0,0.8,20,0.6428571428571429,0.43333333333333335,0.8461538461538461,70,0.6470588235294118,0.49,0.8,85
nemotron_3_ultra,west,neutral,20,20,1.0340909090909092,0.9772727272727273,1.1077272727272727,0.9904545454545455,0.9349999999999998,1.018181818181818,0.9754545454545454,0.8872727272727273,1.048181818181818,0.6599999999999999,0.59,0.7549999999999999,0.8722222222222223,0.8071666666666667,0.925,0.7,0.15,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.5,482.6,565.6,11.35,10.9,11.8,0.0,0.0,0.0,0.0,0.0,0.0,1908.5,1690.55,2134.25,0.64,0.3333333333333333,0.8,50,0.48,0.3333333333333333,0.7,25,0.6285714285714286,0.4,0.85,35,0.7294117647058823,0.6814814814814815,0.85,85
nemotron_lightning_3_5,west,china,30,30,1.1232919254658384,0.9753896103896104,1.2462241462241463,1.0082298136645962,0.8590932511164724,1.1389020070838252,0.8684782608695653,0.6684794372294373,1.085832349468713,0.46956521739130436,0.41538461538461546,0.5333695652173911,0.7695652173913045,0.7039925925925925,0.85,0.34782608695652173,0.17391304347826086,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.08695652173913043,0.36363636363636365,0.782608695652174,0.041666666666666664,2.380952380952381,626.4782608695652,574.55475,680.8260869565217,9.73913043478261,8.833333333333334,10.782608695652174,0.0,0.0,0.0,0.23333333333333334,0.13333333333333333,0.3333333333333333,11246.166666666666,8430.533333333333,14061.8,0.25,0.13953488372093023,0.5006578947368385,32,0.3877551020408163,0.18604651162790697,0.5454545454545454,49,0.36666666666666664,0.3333333333333333,0.39473684210526316,30,0.5882352941176471,0.4918032786885246,0.7093023255813954,119
nemotron_lightning_3_5,west,control,25,25,1.1653814935064934,1.0161607142857143,1.3097142857142856,0.8083333333333333,0.46071428571428574,1.075340136054422,0.9980519480519482,0.7553943452380953,1.266108630952381,0.41363636363636364,0.31818181818181823,0.495,0.7636363636363637,0.5458333333333333,0.9055555555555556,0.9090909090909091,0.5,1.2173913043478262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.17391304347826086,1.6666666666666667,591.0454545454545,565.7826086956521,618.7142857142857,6.909090909090909,5.3478260869565215,8.421052631578947,0.0,0.0,0.0,0.12,0.0,0.28,9093.92,7486.48,11033.36,0.36231884057971014,0.2608695652173913,0.43023623785693255,69,0.2222222222222222,0.0,0.3,18,0.4461538461538462,0.2976190476190476,0.7083333333333334,65,0.4852941176470588,0.35384615384615387,0.6956521739130435,68
nemotron_lightning_3_5,west,neutral,20,20,1.041569264069264,1.0199567099567097,1.0777056277056276,0.8616829004329005,0.8000757575757576,0.9232900432900433,1.0967478354978355,1.039090909090909,1.1525811688311687,0.481111111111111,0.4,0.5611111111111111,0.7766666666666667,0.7,0.8400000000000001,0.45,0.1,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.15,537.7,602.7,10.05,9.3,10.8,0.0,0.0,0.0,0.0,0.0,0.0,7893.8,6312.95,9317.75,0.42,0.3,0.55,50,0.24,0.13333333333333333,0.4,25,0.6,0.4,0.8333333333333334,35,0.5411764705882353,0.34545454545454546,0.9,85
